date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:35:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2025%20Oct%202022%2017:35:20%20GMT	https://futbolparatodos.online/es/?p=1506	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/indexf937.html	(from https://futbolparatodos.online/es/america-tv-en-vivo/)
14:35:19	3064/3064	---MCZ	200	added ('OK')	text/xml	date:Tue,%2025%20Oct%202022%2017:35:20%20GMT	https://futbolparatodos.online/es/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffutbolparatodos.online%2Fes%2Famerica-tv-en-vivo%2F&format=xml	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/wp-json/oembed/1.0/embed8345	(from https://futbolparatodos.online/es/america-tv-en-vivo/)
14:35:19	171122/171122	---M--	200	added ('OK')	text/javascript	etag:2166797195518094407	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	C:/Mis%20lugares%20Web/futbol/pagead2.googlesyndication.com/pagead/js/f.txt	(from https://futbolparatodos.online/es/america-tv-en-vivo/)
14:35:20	19805/19805	---MCZ	200	added ('OK')	application/json	date:Tue,%2025%20Oct%202022%2017:35:21%20GMT	https://futbolparatodos.online/es/wp-json/wp/v2/pages/1810	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/wp-json/wp/v2/pages/1810.json	(from https://futbolparatodos.online/es/tv-publica-en-vivo/)
14:35:21	2659/2659	---MCZ	200	added ('OK')	application/json	date:Tue,%2025%20Oct%202022%2017:35:22%20GMT	https://futbolparatodos.online/es/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffutbolparatodos.online%2Fes%2Ftv-publica-en-vivo%2F	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/wp-json/oembed/1.0/embed4cac.json	(from https://futbolparatodos.online/es/tv-publica-en-vivo/)
14:35:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2025%20Oct%202022%2017:35:22%20GMT	https://futbolparatodos.online/es/?p=1810	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/indexcb44.html	(from https://futbolparatodos.online/es/tv-publica-en-vivo/)
14:35:21	3064/3064	---MCZ	200	added ('OK')	text/xml	date:Tue,%2025%20Oct%202022%2017:35:22%20GMT	https://futbolparatodos.online/es/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffutbolparatodos.online%2Fes%2Ftv-publica-en-vivo%2F&format=xml	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/wp-json/oembed/1.0/embed3805	(from https://futbolparatodos.online/es/tv-publica-en-vivo/)
14:35:22	19565/19565	---MCZ	200	added ('OK')	application/json	date:Tue,%2025%20Oct%202022%2017:35:23%20GMT	https://futbolparatodos.online/es/wp-json/wp/v2/pages/1815	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/wp-json/wp/v2/pages/1815.json	(from https://futbolparatodos.online/es/c5n-en-vivo/)
14:35:22	2609/2609	---MCZ	200	added ('OK')	application/json	date:Tue,%2025%20Oct%202022%2017:35:23%20GMT	https://futbolparatodos.online/es/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffutbolparatodos.online%2Fes%2Fc5n-en-vivo%2F	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/wp-json/oembed/1.0/embed4369.json	(from https://futbolparatodos.online/es/c5n-en-vivo/)
14:35:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2025%20Oct%202022%2017:35:23%20GMT	https://futbolparatodos.online/es/?p=1815	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/indexb33f.html	(from https://futbolparatodos.online/es/c5n-en-vivo/)
14:35:23	3014/3014	---MCZ	200	added ('OK')	text/xml	date:Tue,%2025%20Oct%202022%2017:35:24%20GMT	https://futbolparatodos.online/es/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffutbolparatodos.online%2Fes%2Fc5n-en-vivo%2F&format=xml	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/wp-json/oembed/1.0/embed19ee	(from https://futbolparatodos.online/es/c5n-en-vivo/)
